student_id,cluster_name,predicted_risk_level,predicted_success_proba,mean_weekly_engagement,attendance_rate,gpa_sem1,country_home,subject_field
S101269,At-Risk Students,High Risk,0.010602703060805014,-1.6779543299993178,-1.74409498797827,-0.3033815729555681,Vietnam,Humanities
S101163,At-Risk Students,High Risk,0.2160543719262497,-0.9746261728393097,-0.9637901318616761,0.27910739947433666,Sri Lanka,Medicine
S100767,At-Risk Students,High Risk,0.09480975450909515,-1.0661836844222692,-1.0619416860901785,-0.3033815729555681,Spain,Social Sciences
S101280,At-Risk Students,High Risk,0.21953620484972206,-0.8206430851770593,-0.8411006890760483,0.028034566530412225,Kenya,Information Systems
S101181,At-Risk Students,High Risk,0.007186286686623372,-1.7237330857907978,-1.7637252988239702,-0.9662138519275287,Ghana,Engineering
S101175,At-Risk Students,High Risk,0.08295813462310235,-0.7998345598172957,-0.7969324896732222,-0.3987892494742596,Sri Lanka,Medicine
S100575,At-Risk Students,High Risk,0.13185277659598588,-1.2326518873003778,-1.33185846021856,0.012970196553776634,USA,Social Sciences
S100998,At-Risk Students,High Risk,0.027532199708190774,-1.603043638704169,-1.631220700615492,-0.007115630081737338,Kenya,Engineering
S100864,At-Risk Students,High Risk,0.1147149050252531,-0.8331282003929175,-0.8950840439017246,-0.9310636553153792,Sri Lanka,Social Sciences
S101497,At-Risk Students,High Risk,0.04008762743815403,-1.3283711039552901,-1.4005645481785116,0.16863535297900958,Nigeria,Engineering
S101107,At-Risk Students,High Risk,0.18494414541433415,-0.5293237301403695,-0.5221081378334154,-0.2330811797312694,Latvia,Information Systems
S100727,At-Risk Students,High Risk,0.01350272655024227,-1.5822351133444055,-1.6263131229040668,-1.0063855051985566,Vietnam,Computer Science
S101395,At-Risk Students,High Risk,0.02719426242696814,-1.6654692147834598,-1.7048343662868688,0.0983349597547109,Kenya,Business
S100023,At-Risk Students,High Risk,0.007305044197225845,-1.777835251726183,-1.8962298970324483,-1.0917502683994909,China,Computer Science
S100651,At-Risk Students,High Risk,0.15857011805575638,-1.0703453894942219,-1.0619416860901785,0.27910739947433666,Kenya,Computer Science
S101456,At-Risk Students,High Risk,0.022534975017549967,-1.7029245604310341,-1.7980783428039462,-0.2832957463200541,Kenya,Information Systems
S101298,At-Risk Students,High Risk,0.019591378151420896,-1.6529840995676017,-1.714649521709719,-0.4490038160630443,Vietnam,Information Systems
S101222,At-Risk Students,High Risk,0.03406033923070671,-1.7611884314383721,-1.9060450524552985,0.28412885613321504,Ghana,Computer Science
S101112,At-Risk Students,High Risk,0.14716649820682384,-1.0204049286307895,-1.042311375244478,0.15357098300237443,China,Humanities
S100239,At-Risk Students,High Risk,0.010851744714442307,-1.7029245604310341,-1.7735404542468205,-0.5845831458527637,South Korea,Medicine
S100679,At-Risk Students,High Risk,0.02346479907328513,-1.6529840995676017,-1.6753889000183182,-0.30840302961444693,Nigeria,Information Systems
S100952,At-Risk Students,High Risk,0.023467711348951457,-1.6946011502871288,-1.8128010759382216,-0.29333865963781136,Canada,Computer Science
S100552,At-Risk Students,High Risk,0.12815362013208897,-0.9871112880551679,-0.9834204427073765,0.29919322610985016,Pakistan,Computer Science
S100834,At-Risk Students,High Risk,0.017019327683310385,-1.736218201006656,-1.8422465422067722,-1.0566000717873414,Bangladesh,Humanities
S100736,At-Risk Students,High Risk,0.012064363435017614,-1.5114861271212092,-1.5085312578298642,-0.710119562324726,Kenya,Business
S100251,At-Risk Students,High Risk,0.03154421687971464,-1.6113670488480745,-1.631220700615492,0.09331350309583253,Brazil,Medicine
S100049,At-Risk Students,High Risk,0.194221345110604,-0.6916302279465253,-0.6840582023104443,0.03305602318929061,Vietnam,Social Sciences
S100078,At-Risk Students,High Risk,0.1930613907349394,-0.9205240069039244,-0.8999916216131497,-0.15273787318921353,Kenya,Engineering
S100495,At-Risk Students,High Risk,0.05560905723844607,-1.1951965416528034,-1.1355553517615553,-0.5494329492406141,India,Information Systems
S100548,At-Risk Students,High Risk,0.018815542025174277,-1.6571458046395544,-1.7244646771325693,0.028034566530412225,Canada,Social Sciences
S100426,At-Risk Students,High Risk,0.013071082289754243,-1.3741498597467698,-1.4496403252927628,-0.5544544058994926,India,Engineering
S100643,At-Risk Students,High Risk,0.16492767391112226,-1.2368135923723305,-1.380934237332811,0.49000857914723317,Bangladesh,Business
S100438,At-Risk Students,High Risk,0.10942690105889509,-0.8289664953209647,-0.8803613107674493,-0.07239456664715764,Canada,Business
S100076,At-Risk Students,High Risk,0.12738380177767641,-1.186873131508898,-1.2189841728557824,-0.10252330660042881,Bangladesh,Humanities
S100593,At-Risk Students,High Risk,0.08821012743281666,-0.8872303663283028,-0.9588825541502511,-0.5444114925817357,France,Social Sciences
S101338,At-Risk Students,High Risk,0.23813661934433075,-0.7415706888099577,-0.8214703782303477,-0.34355322622659606,Nigeria,Medicine
