student_id,institution,country_host,week_index,semester_index,weekly_engagement,weekly_attendance,weekly_assignments_submitted,weekly_quiz_attempts
SYN0001,Latvia_Uni_C,Latvia,1,1,0.5481173711483232,0.6047949411777847,0,0
SYN0001,Latvia_Uni_C,Latvia,2,1,0.5840664105649778,0.6215571825247728,1,1
SYN0001,Latvia_Uni_C,Latvia,3,1,0.5567106678891689,0.5412996863858897,3,0
SYN0001,Latvia_Uni_C,Latvia,4,1,0.5497025659178438,0.6577246722216369,3,1
SYN0001,Latvia_Uni_C,Latvia,5,1,0.630698783544811,0.6282865116342585,1,0
SYN0001,Latvia_Uni_C,Latvia,6,1,0.6477601338958885,0.5980463566490213,4,0
SYN0001,Latvia_Uni_C,Latvia,7,1,0.5256373619789887,0.6164165991430687,3,0
SYN0001,Latvia_Uni_C,Latvia,8,1,0.8216673113343895,0.7542572485184199,0,3
SYN0001,Latvia_Uni_C,Latvia,9,1,0.5276236407069828,0.6435065832981013,1,0
SYN0001,Latvia_Uni_C,Latvia,10,1,0.6691139898762177,0.6549493262001057,0,1
SYN0001,Latvia_Uni_C,Latvia,11,1,0.4876270426574992,0.6020001267456953,1,0
SYN0001,Latvia_Uni_C,Latvia,12,1,0.4808975801036881,0.6504800021715018,0,2
SYN0001,Latvia_Uni_C,Latvia,13,1,0.5354956909332875,0.61130817106654,2,0
SYN0001,Latvia_Uni_C,Latvia,14,1,0.48439549861341435,0.5428420943571161,3,0
SYN0001,Latvia_Uni_C,Latvia,15,1,0.5901737266621951,0.6254820776155077,1,0
SYN0001,Latvia_Uni_C,Latvia,16,1,0.62964480415129,0.6579273730696584,0,0
SYN0001,Latvia_Uni_C,Latvia,17,2,0.5548986605807282,0.7254727721465903,1,0
SYN0001,Latvia_Uni_C,Latvia,18,2,0.5533275596477338,0.5500045456685245,2,1
SYN0001,Latvia_Uni_C,Latvia,19,2,0.6065196953080353,0.688921124586331,4,1
SYN0001,Latvia_Uni_C,Latvia,20,2,0.52360278141742,0.6131395458994893,5,0
SYN0001,Latvia_Uni_C,Latvia,21,2,0.4350410710999468,0.6396438593668623,2,0
SYN0001,Latvia_Uni_C,Latvia,22,2,0.549957434930615,0.6118006380839357,1,0
SYN0001,Latvia_Uni_C,Latvia,23,2,0.5018802309708237,0.5545039264104864,1,0
SYN0001,Latvia_Uni_C,Latvia,24,2,0.8884758450532131,0.8039847293127041,0,1
SYN0001,Latvia_Uni_C,Latvia,25,2,0.5362466854249511,0.6602069617518441,1,0
SYN0001,Latvia_Uni_C,Latvia,26,2,0.4685685216823591,0.5555972519366617,3,0
SYN0001,Latvia_Uni_C,Latvia,27,2,0.5586129962815697,0.6464871587524675,1,0
SYN0001,Latvia_Uni_C,Latvia,28,2,0.43161294489226365,0.5294041620649055,2,2
SYN0001,Latvia_Uni_C,Latvia,29,2,0.4673237973656097,0.5481527509696769,2,0
SYN0001,Latvia_Uni_C,Latvia,30,2,0.5609403504350308,0.5226900714494522,0,0
SYN0001,Latvia_Uni_C,Latvia,31,2,0.44358065916254313,0.5737803658017955,0,0
SYN0001,Latvia_Uni_C,Latvia,32,2,0.5252109812776732,0.5795659925274796,1,2
SYN0002,Latvia_Uni_A,Latvia,1,1,0.4598999712409607,0.43762706159153,1,0
SYN0002,Latvia_Uni_A,Latvia,2,1,0.5476125594780787,0.49745982095577523,2,0
SYN0002,Latvia_Uni_A,Latvia,3,1,0.6877128649486044,0.6077124504292684,2,0
SYN0002,Latvia_Uni_A,Latvia,4,1,0.8045571227737026,0.6580235176517881,1,0
SYN0002,Latvia_Uni_A,Latvia,5,1,0.6525835221139654,0.5562774936199807,2,0
SYN0002,Latvia_Uni_A,Latvia,6,1,0.5947578364210125,0.5070140792871224,1,0
SYN0002,Latvia_Uni_A,Latvia,7,1,0.5222490208903746,0.5166216383776273,1,0
SYN0002,Latvia_Uni_A,Latvia,8,1,0.8756857746244455,0.7027871529770242,4,2
SYN0002,Latvia_Uni_A,Latvia,9,1,0.7330902745197546,0.6140358098985434,4,0
SYN0002,Latvia_Uni_A,Latvia,10,1,0.48366213163094773,0.35946511772229833,1,1
SYN0002,Latvia_Uni_A,Latvia,11,1,0.6436778492097092,0.5746424625100266,4,1
SYN0002,Latvia_Uni_A,Latvia,12,1,0.5808467471071165,0.4158569083625966,0,5
SYN0002,Latvia_Uni_A,Latvia,13,1,0.6092418699820233,0.6050760245848417,1,0
SYN0002,Latvia_Uni_A,Latvia,14,1,0.4306606291367832,0.39334235792282196,1,1
SYN0002,Latvia_Uni_A,Latvia,15,1,0.5555239266184653,0.4798487645250402,2,0
SYN0002,Latvia_Uni_A,Latvia,16,1,0.6196829812017828,0.5125909705715891,0,1
SYN0002,Latvia_Uni_A,Latvia,17,2,0.5286094762492088,0.44715071948021856,1,2
SYN0002,Latvia_Uni_A,Latvia,18,2,0.46626075471751544,0.5155772088712204,3,2
SYN0002,Latvia_Uni_A,Latvia,19,2,0.46698801517620064,0.3886383486188853,1,0
SYN0002,Latvia_Uni_A,Latvia,20,2,0.5583235856142476,0.3996163104346415,2,1
SYN0002,Latvia_Uni_A,Latvia,21,2,0.42928133544187264,0.40249055960485897,1,1
